Date,name,category,value
1/6/2015,SRI LANKA,"CRABMEAT, PASTEURIZED","28,303"
1/6/2015,THAILAND,"OTHER, LOLIGO, OCTOPUS, SHRIMP","38,360"
1/6/2015,VIETNAM,"OTHER, OCTOPUS","39,795"
1/6/2015,VIETNAM,"CRAB, OTHER, OCTOPUS, TUNA","20,296"
1/7/2015,CHILE,MUSSELS,"40,609"
1/7/2015,CHILE,"FISH, MUSSELS","42,214"
1/7/2015,CHILE,MUSSELS,"33,510"
1/7/2015,CHINA,"CRAB, CRABMEAT, PASTEURIZED","41,219"
1/7/2015,CHINA,"CROAKER, OCTOPUS","43,301"
1/7/2015,CHINA,"CRAB, CRABMEAT","39,149"
1/7/2015,INDIA,"CRAB, PASTEURIZED, CRABMEAT","49,844"
1/7/2015,INDIA,OCTOPUS,"39,683"
1/7/2015,INDONESIA,"CRAB, CRABMEAT, PASTEURIZED","40,025"
1/7/2015,INDONESIA,OCTOPUS,"44,800"
1/7/2015,INDONESIA,"CRAB, PASTEURIZED, CRABMEAT","16,160"
1/7/2015,MAURITIUS,"PATAGONIAN, TOOTHFISH","59,478"
1/7/2015,MEXICO,OCTOPUS,"11,023"
1/7/2015,MEXICO,OCTOPUS,"40,425"
1/7/2015,MEXICO,OCTOPUS,"44,113"
1/7/2015,NEW ZEALAND,MUSSELS,"30,009"
1/7/2015,NEW ZEALAND,MUSSELS,"35,604"
1/7/2015,NEW ZEALAND,MUSSELS,"19,279"
1/7/2015,PHILIPPINES,OCTOPUS,"39,683"
1/7/2015,PHILIPPINES,"CRAB, CRABMEAT, PASTEURIZED","49,240"
1/7/2015,PHILIPPINES,OCTOPUS,"48,993"
1/7/2015,THAILAND,"CRAB, CRABMEAT, PASTEURIZED","43,459"
1/7/2015,THAILAND,OCTOPUS,"44,074"
1/7/2015,VIETNAM,"CRAB, CRABMEAT","26,023"
1/8/2015,BAHAMAS,LOBSTER,"40,000"
1/8/2015,CHINA,"CRAB, CRABMEAT","25,441"
1/8/2015,CHINA TAIWAN,"SQUID, OCTOPUS, SHRIMP","43,616"
1/8/2015,JAPAN,"CRAB, CRABMEAT","41,667"
1/8/2015,NICARAGUA,LOBSTER,"34,524"
1/8/2015,NICARAGUA,LOBSTER,"13,248"
1/9/2015,CHILE,"MUSSELS, SALMON","47,121"
1/9/2015,CHILE,"LANGOSTINO, LOBSTER","48,347"
1/9/2015,CHILE,"CRAB, CRABMEAT","40,602"
1/9/2015,CHINA,"CRAB, CRABMEAT, PASTEURIZED","27,734"
1/9/2015,CHINA,"HAKE, OCTOPUS, BREADED","38,312"
1/9/2015,CHINA,OCTOPUS,"17,055"
1/9/2015,CHINA,"CRAB, PASTEURIZED, CRABMEAT","45,452"
1/9/2015,INDIA,OCTOPUS,"63,382"
1/9/2015,INDONESIA,"CRAB, PASTEURIZED, CRABMEAT","50,000"
1/9/2015,INDONESIA,"OCTOPUS, SNAPPER, TUNA","47,029"
1/9/2015,MEXICO,OCTOPUS,"21,500"
1/9/2015,NEW ZEALAND,MUSSELS,"38,102"
1/9/2015,SOUTH KOREA,"CRAB, CRABMEAT","29,762"
1/9/2015,THAILAND,OCTOPUS,"50,761"
1/10/2015,BAHAMAS,"CONCH, LOBSTER","54,939"
1/10/2015,CHILE,MUSSELS,"42,800"
1/10/2015,CHINA,"CRAB, CRABMEAT, PASTEURIZED","39,059"
1/10/2015,CHINA,"ROE, OCTOPUS","43,695"
1/10/2015,CHINA,"CRAB, CRABMEAT, FISH, SURIMI","39,377"
1/10/2015,COLOMBIA,"MUSSELS, ORANGE ROUGHY","38,428"
1/10/2015,HONDURAS,LOBSTER,"40,320"
1/10/2015,INDONESIA,"CRAB, PASTEURIZED, CRABMEAT","16,609"
1/10/2015,JAPAN,"CRAB, CRABMEAT","43,651"
1/10/2015,JAPAN,"OTHER, CRAB, CRABMEAT","25,684"
1/10/2015,JAPAN,"CRAB, CRABMEAT","54,806"
1/10/2015,JAPAN,"CRAB, CRABMEAT","42,372"
1/10/2015,NEW ZEALAND,MUSSELS,"38,102"
1/10/2015,SPAIN,OCTOPUS,"23,053"
1/11/2015,INDONESIA,OCTOPUS,"47,289"
1/11/2015,ITALY,OCTOPUS,"39,319"
1/11/2015,SPAIN,"MUSSELS, OCTOPUS, SARDINE, SQUID, SURIMI, TUNA","34,365"
1/11/2015,SPAIN,"OCTOPUS, SARDINE, SQUID","34,297"
1/11/2015,THAILAND,"CRAB, OCTOPUS, SALMON, SHRIMP, SQUID, TILAPIA, CRABMEAT","42,390"
1/12/2015,BAHAMAS,LOBSTER,"45,889"
1/12/2015,CHILE,MUSSELS,"41,892"
1/12/2015,CHINA,"CRAB, SCALLOP, BREADED, CRABMEAT","55,997"
1/12/2015,CHINA,"CRAB, PASTEURIZED, CRABMEAT","41,477"
1/12/2015,CHINA,"CRAB, PASTEURIZED, CRABMEAT","45,452"
1/12/2015,COLOMBIA,MUSSELS,"38,102"
1/12/2015,HONDURAS,LOBSTER,"31,200"
1/12/2015,HONDURAS,LOBSTER,"21,252"
1/12/2015,HONDURAS,"FISH, LOBSTER, SHRIMP","51,360"
1/12/2015,HONDURAS,LOBSTER,"36,340"
1/12/2015,HONDURAS,LOBSTER,"43,200"
1/12/2015,INDONESIA,"CRAB, CRABMEAT, PASTEURIZED","46,693"
1/12/2015,JAPAN,"ROE, OCTOPUS","33,545"
1/12/2015,JAPAN,"OCTOPUS, SQUID","38,541"
1/12/2015,SPAIN,OCTOPUS,"56,614"
1/12/2015,THAILAND,"CRAB, CRABMEAT","42,868"
1/12/2015,VIETNAM,"CRAB, CRABMEAT, PASTEURIZED","42,336"
1/12/2015,VIETNAM,"CRAB, CRABMEAT, PASTEURIZED","42,343"
1/13/2015,CHILE,MUSSELS,"35,274"
1/13/2015,CHILE,MUSSELS,"33,510"
1/13/2015,CHILE,MUSSELS,"55,115"
1/13/2015,CHILE,MUSSELS,"40,146"
1/13/2015,CHILE,MUSSELS,"55,115"
1/13/2015,CHINA,"CRAB, PASTEURIZED, CRABMEAT","42,990"
1/13/2015,CHINA,"CRAB, CRABMEAT","92,589"
1/13/2015,CHINA,"CRAB, CRABMEAT","42,436"
1/13/2015,CHINA,"CRAB, CRABMEAT, PASTEURIZED","45,342"
1/13/2015,CHINA,"CRAB, CRABMEAT","94,578"
1/13/2015,CHINA,OCTOPUS,"50,265"
1/13/2015,INDONESIA,"CRAB, CRABMEAT","50,300"
1/13/2015,JAPAN,OCTOPUS,"48,215"
1/13/2015,MAURITANIA,OCTOPUS,"30,423"
1/13/2015,MAURITIUS,TOOTHFISH,"64,754"
1/14/2015,ARGENTINA,"PATAGONIAN, TOOTHFISH","49,886"
1/14/2015,ARGENTINA,"PATAGONIAN, TOOTHFISH","50,538"
1/14/2015,CHINA,OCTOPUS,"45,018"
1/14/2015,CHINA,"OCTOPUS, SQUID","44,577"
1/14/2015,COLOMBIA,LOBSTER,"28,148"
1/14/2015,INDIA,"CUTTLEFISH, OCTOPUS, SQUID","52,966"
1/14/2015,INDONESIA,"CRAB, PASTEURIZED, CRABMEAT","50,300"
1/14/2015,JAPAN,"CRAWFISH, OCTOPUS, FISH","37,745"
1/14/2015,MAURITIUS,TOOTHFISH,"85,713"
1/14/2015,PHILIPPINES,OCTOPUS,"39,683"
1/14/2015,SOUTH KOREA,OCTOPUS,"44,947"
1/14/2015,THAILAND,"CRAB, PASTEURIZED, CRABMEAT","46,098"
1/15/2015,BELGIUM,MUSSELS,"12,965"
1/15/2015,CHILE,MUSSELS,"41,892"
1/15/2015,CHILE,MUSSELS,"34,379"
1/15/2015,MEXICO,OCTOPUS,"40,112"
1/15/2015,NEW ZEALAND,MUSSELS,"60,779"
1/15/2015,NICARAGUA,LOBSTER,"16,584"
1/15/2015,NICARAGUA,"LOBSTER, MAHI MAHI","31,010"
1/15/2015,NICARAGUA,LOBSTER,"15,600"
1/16/2015,CHILE,"CRAB, CRUSTACEANS, LANGOSTINO, MOLLUSCS, CRABMEAT","2,361"
1/16/2015,CHINA,"CRAB, CRABMEAT","31,967"
1/16/2015,CHINA,"CRAB, CRABMEAT","41,228"
1/16/2015,CHINA,"CRAB, CRABMEAT","41,228"
1/16/2015,INDIA,"CRAB, CRABMEAT","12,923"
1/16/2015,INDONESIA,"CRAB, PASTEURIZED, CRABMEAT","39,308"
1/16/2015,NEW ZEALAND,MUSSELS,"38,102"
1/16/2015,PHILIPPINES,OCTOPUS,"39,683"
1/16/2015,PHILIPPINES,"OTHER, OCTOPUS","55,249"
1/16/2015,PHILIPPINES,"SHRIMP, OCTOPUS","39,683"
1/17/2015,BAHAMAS,LOBSTER,"40,000"
1/17/2015,CHINA,"CRAB, CRABMEAT, SURIMI","41,229"
1/17/2015,CHINA TAIWAN,"MAHI MAHI, OCTOPUS","39,643"
1/17/2015,INDIA,OCTOPUS,"43,651"
1/17/2015,INDONESIA,OCTOPUS,"50,999"
1/17/2015,INDONESIA,OCTOPUS,"38,400"
1/17/2015,NEW ZEALAND,"MUSSELS, ORANGE ROUGHY","40,970"
1/17/2015,PHILIPPINES,"SHRIMP, OCTOPUS","9,378"
1/17/2015,PHILIPPINES,"CRAB, CRABMEAT, PASTEURIZED","48,585"
1/17/2015,PHILIPPINES,"CRAB, CRABMEAT, PASTEURIZED","43,596"
1/17/2015,REUNION ISLAND,"PATAGONIAN, TOOTHFISH","52,432"
1/17/2015,REUNION ISLAND,"PATAGONIAN, TOOTHFISH","23,391"
1/17/2015,REUNION ISLAND,"PATAGONIAN, TOOTHFISH","50,514"
1/17/2015,SRI LANKA,"CRAB, PASTEURIZED, CRABMEAT","43,025"
1/17/2015,THAILAND,"FISH, LOBSTER, SHRIMP","40,939"
1/18/2015,CHILE,MUSSELS,"45,267"
1/18/2015,CHINA,"CLAM, MUSSELS","39,242"
1/18/2015,INDONESIA,"CRAB, PASTEURIZED, CRABMEAT","34,339"
1/18/2015,INDONESIA,"CRAB, PASTEURIZED, CRABMEAT","39,021"
1/18/2015,INDONESIA,"CRAB, CRABMEAT","45,152"
1/18/2015,INDONESIA,"CRAB, PASTEURIZED, CRABMEAT","40,027"
1/18/2015,INDONESIA,"CRAB, PASTEURIZED, CRABMEAT","40,007"
1/18/2015,INDONESIA,"CRAB, CRABMEAT, PASTEURIZED","46,787"
1/18/2015,JAPAN,"CRAB, CRABMEAT","41,204"
1/18/2015,THAILAND,"CRAB, CRABMEAT, PASTEURIZED","49,471"
1/18/2015,VIETNAM,"CRAB, CRABMEAT, PASTEURIZED","42,343"
1/19/2015,BELIZE,"CONCH, LOBSTER","21,813"
1/19/2015,CHILE,MUSSELS,"34,612"
1/19/2015,CHILE,"SALMON, CRABMEAT","38,580"
1/19/2015,CHILE,MUSSELS,"38,580"
1/19/2015,CHILE,MUSSELS,"40,146"
1/19/2015,CHILE,MUSSELS,"40,785"
1/19/2015,CHINA,"CRAB, CRABMEAT, SURIMI","41,229"
1/19/2015,CHINA,"CRAB, PASTEURIZED, CRABMEAT","47,613"
1/19/2015,CHINA,"CRAB, CRABMEAT","52,844"
1/19/2015,INDIA,"MACKEREL, OCTOPUS, SARDINE","58,656"
1/19/2015,NEW ZEALAND,"FISH, MUSSELS","33,338"
1/19/2015,PHILIPPINES,"CRAB, CRABMEAT, PASTEURIZED","40,895"
1/19/2015,PORTUGAL,OCTOPUS,"41,834"
1/20/2015,CHINA,"CRAB, PASTEURIZED, CRABMEAT","41,147"
1/20/2015,CHINA,"CRAB, CRABMEAT, PASTEURIZED","51,290"
1/20/2015,CHINA,"CRAB, CRABMEAT, PASTEURIZED","46,297"
1/20/2015,CHINA,"CRAB, PASTEURIZED, CRABMEAT","41,312"
1/20/2015,CHINA,"CRAB, PASTEURIZED, CRABMEAT","43,852"
1/20/2015,INDONESIA,"CRAB, PASTEURIZED, CRABMEAT","39,308"
1/20/2015,MEXICO,OCTOPUS,"52,597"
1/20/2015,MEXICO,OCTOPUS,"57,271"
1/20/2015,NEW ZEALAND,MUSSELS,"46,621"
1/20/2015,NEW ZEALAND,MUSSELS,"43,091"
1/20/2015,NEW ZEALAND,MUSSELS,"38,102"
1/20/2015,NEW ZEALAND,MUSSELS,"60,904"
1/20/2015,NEW ZEALAND,MUSSELS,"38,102"
1/20/2015,THAILAND,OCTOPUS,"46,925"
1/20/2015,VIETNAM,"CRAB, PASTEURIZED, CRABMEAT","56,658"
1/21/2015,CHILE,MUSSELS,"45,194"
1/21/2015,DOMINICA,LOBSTER,"27,409"
1/21/2015,INDIA,"CRAB, CRABMEAT","41,643"
1/21/2015,INDIA,"CRABMEAT, CRAB","41,385"
1/21/2015,INDONESIA,"CRAB, CRABMEAT, PASTEURIZED","29,983"
1/21/2015,MEXICO,OCTOPUS,"44,113"
1/21/2015,MEXICO,"FISH, OCTOPUS","24,082"
1/21/2015,NEW ZEALAND,MUSSELS,"38,102"
1/21/2015,NICARAGUA,LOBSTER,"17,822"
1/21/2015,NICARAGUA,LOBSTER,"48,702"
1/21/2015,NICARAGUA,"LOBSTER, SHRIMP","25,873"
1/21/2015,SOUTH KOREA,LOBSTER,"31,548"
1/21/2015,SPAIN,"PATAGONIAN, TOOTHFISH","40,044"
1/22/2015,BAHAMAS,LOBSTER,"40,000"
1/22/2015,INDONESIA,OCTOPUS,"44,800"
1/22/2015,INDONESIA,OCTOPUS,"50,999"
1/22/2015,INDONESIA,OCTOPUS,"50,999"
1/22/2015,INDONESIA,"OCTOPUS, TUNA","41,581"
1/22/2015,NICARAGUA,LOBSTER,"24,687"
1/22/2015,NICARAGUA,LOBSTER,"18,951"
1/22/2015,SOUTH AFRICA,LOBSTER,"18,810"
1/22/2015,SPAIN,"PATAGONIAN, TOOTHFISH","30,046"
1/22/2015,SPAIN,"PATAGONIAN, TOOTHFISH","27,121"
1/22/2015,SPAIN,OCTOPUS,"48,969"
1/22/2015,SPAIN,"PATAGONIAN, TOOTHFISH","27,537"
1/22/2015,SPAIN,"PATAGONIAN, TOOTHFISH","29,081"
1/22/2015,SPAIN,"PATAGONIAN, TOOTHFISH","27,163"
1/23/2015,CHILE,MUSSELS,"38,801"
1/23/2015,CHINA,OCTOPUS,"43,982"
1/23/2015,CHINA,"CRAB, SQUID, BREADED, CRABMEAT","54,692"
1/23/2015,CHINA,OCTOPUS,"207,457"
1/23/2015,HONG KONG,OCTOPUS,"23,600"
1/23/2015,INDONESIA,"CRAB, CRABMEAT, PASTEURIZED","39,231"
1/23/2015,JAPAN,"CRAWFISH, CRAB, CRABMEAT","42,064"
1/23/2015,MEXICO,OCTOPUS,"55,556"
1/23/2015,MEXICO,OCTOPUS,"33,000"
1/23/2015,PHILIPPINES,"CRAB, CRABMEAT, PASTEURIZED","49,383"
1/23/2015,PHILIPPINES,"CRAB, CRABMEAT, PASTEURIZED","46,641"
1/23/2015,PORTUGAL,"CAVIAR, OCTOPUS, SQUID, SARDINE","37,778"
1/23/2015,THAILAND,"CRAB, PASTEURIZED, CRABMEAT","32,800"
1/23/2015,THAILAND,"LOLIGO, OCTOPUS, SQUID","3,748"
1/24/2015,INDIA,OCTOPUS,"45,000"
1/24/2015,INDIA,"CRABMEAT, CRAB, PASTEURIZED","33,951"
1/24/2015,JAPAN,"CRAB, CRABMEAT","43,651"
1/24/2015,JAPAN,"CRAB, CRABMEAT","43,651"
1/25/2015,ARGENTINA,"PATAGONIAN, TOOTHFISH","32,317"
1/25/2015,ARGENTINA,"PATAGONIAN, TOOTHFISH","29,169"
1/25/2015,CANADA,LOBSTER,"1,080"
1/25/2015,CHINA,"CRAB, PASTEURIZED, CRABMEAT","41,477"
1/25/2015,CHINA,"CROAKER, OCTOPUS","44,969"
1/25/2015,COLOMBIA,"PATAGONIAN, TOOTHFISH","40,873"
1/25/2015,HONDURAS,LOBSTER,"15,400"
1/25/2015,HONDURAS,LOBSTER,"6,960"
1/25/2015,INDIA,"OCTOPUS, SARDINE, SQUID","53,814"
1/25/2015,SOUTH KOREA,OCTOPUS,"41,440"
1/25/2015,SOUTH KOREA,TOOTHFISH,"44,586"
1/25/2015,SOUTH KOREA,TOOTHFISH,"38,957"
1/25/2015,SPAIN,OCTOPUS,"49,374"
1/25/2015,THAILAND,"CRAB, CRABMEAT","42,868"
1/25/2015,THAILAND,"CRAB, CRABMEAT","42,868"
1/26/2015,CHILE,MUSSELS,"33,510"
1/26/2015,CHINA,"CRAB, BREADED, CRABMEAT","54,013"
1/26/2015,CHINA,"CRAB, CRABMEAT","47,399"
1/26/2015,CHINA TAIWAN,"SQUID, OCTOPUS, SHRIMP, TILAPIA","43,764"
1/26/2015,ECUADOR,LOBSTER,"8,708"
1/26/2015,HONDURAS,LOBSTER,"17,796"
1/26/2015,HONDURAS,LOBSTER,"31,556"
1/26/2015,INDONESIA,"CRAB, PASTEURIZED, CRABMEAT","43,704"
1/26/2015,INDONESIA,OCTOPUS,"39,683"
1/26/2015,INDONESIA,"CRAB, PASTEURIZED, CRABMEAT","45,152"
1/26/2015,INDONESIA,OCTOPUS,"39,154"
1/26/2015,MEXICO,"CRAB, CRABMEAT","20,616"
1/26/2015,THAILAND,"CRAB, CRABMEAT","47,376"
1/26/2015,THAILAND,"OCTOPUS, SHRIMP","41,032"
1/26/2015,VIETNAM,"CRAB, CRABMEAT, PASTEURIZED","42,343"
1/27/2015,CHINA,"CRAB, SCALLOP, BREADED, CRABMEAT","51,588"
1/27/2015,CHINA,"CRAB, CRABMEAT, PASTEURIZED","41,219"
1/27/2015,CHINA,"CRAB, CRABMEAT","43,872"
1/27/2015,CHINA,"CRAB, CRABMEAT","47,178"
1/27/2015,CHINA,"CRAB, PASTEURIZED, CRABMEAT","42,439"
1/28/2015,ARGENTINA,TOOTHFISH,"28,130"
1/28/2015,ARGENTINA,TOOTHFISH,"29,956"
1/28/2015,ARGENTINA,TOOTHFISH,"30,503"
1/28/2015,BAHAMAS,"LOBSTER, CRAB","33,979"
1/28/2015,CHILE,MUSSELS,"40,146"
1/28/2015,CHILE,MUSSELS,"39,899"
1/28/2015,CHINA,"OCTOPUS, SALMON","62,776"
1/28/2015,MEXICO,OCTOPUS,"55,115"
1/28/2015,MEXICO,OCTOPUS,"55,115"
1/28/2015,MEXICO,OCTOPUS,"25,025"
1/28/2015,MEXICO,OCTOPUS,"25,463"
1/28/2015,MEXICO,OCTOPUS,"55,115"
1/28/2015,MEXICO,OCTOPUS,"55,115"
1/28/2015,MEXICO,OCTOPUS,"52,800"
1/28/2015,NEW ZEALAND,MUSSELS,"39,368"
1/28/2015,NEW ZEALAND,MUSSELS,"38,102"
1/28/2015,NEW ZEALAND,"MOLLUSCS, MUSSELS","33,338"
1/29/2015,BRAZIL,"FISH, LOBSTER","49,791"
1/29/2015,CHINA,"CRAB, CRABMEAT","35,386"
1/29/2015,CHINA,"CRAB, CRABMEAT, PASTEURIZED","46,297"
1/29/2015,CHINA,"CRAB, CRABMEAT, PASTEURIZED","52,745"
1/29/2015,CHINA,"CRAB, PASTEURIZED, CRABMEAT","42,990"
1/29/2015,CHINA,"CRAB, PASTEURIZED, CRABMEAT","44,643"
1/29/2015,CHINA,"CRAB, PASTEURIZED, CRABMEAT","43,528"
1/29/2015,CHINA,"CRAB, CRABMEAT","36,894"
1/29/2015,CHINA,"CRAB, PASTEURIZED, CRABMEAT","46,253"
1/29/2015,NEW ZEALAND,MUSSELS,"53,014"
1/29/2015,NEW ZEALAND,MUSSELS,"52,794"
1/29/2015,PHILIPPINES,"OCTOPUS, SHRIMP","39,683"
1/29/2015,PHILIPPINES,"CRAB, PASTEURIZED, CRABMEAT","36,032"
1/29/2015,PHILIPPINES,OCTOPUS,"48,750"
1/29/2015,PHILIPPINES,"OCTOPUS, SHRIMP","39,683"
1/29/2015,THAILAND,"CRAB, CRABMEAT","39,617"
1/29/2015,THAILAND,"OTHER, LOLIGO, OCTOPUS, SHRIMP","38,360"
1/29/2015,VIETNAM,OCTOPUS,245
1/30/2015,BELIZE,LOBSTER,"19,800"
1/30/2015,CHILE,MUSSELS,"42,752"
1/30/2015,CHILE,"FISH, MUSSELS","40,428"
1/30/2015,CHILE,MUSSELS,"41,892"
1/30/2015,CHILE,MUSSELS,"42,849"
1/30/2015,CHILE,MUSSELS,"36,140"
1/30/2015,CHILE,MUSSELS,"42,849"
1/30/2015,CHILE,MUSSELS,"42,849"
1/30/2015,CHINA,LOBSTER,"1,931"
1/30/2015,CHINA,"CRAB, CRABMEAT","39,149"
1/30/2015,HONG KONG,LOBSTER,"41,601"
1/30/2015,INDONESIA,"CRAB, CRABMEAT","31,144"
1/30/2015,INDONESIA,"CRAB, PASTEURIZED, CRABMEAT","50,300"
1/30/2015,INDONESIA,"CRAB, PASTEURIZED, CRABMEAT","40,002"
1/30/2015,JAPAN,"CRAB, CRABMEAT","41,111"
1/30/2015,JAPAN,"CRAB, CRABMEAT","41,601"
1/30/2015,JAPAN,"CRAWFISH, OCTOPUS, FISH","25,955"
1/30/2015,PANAMA,"LOBSTER, SHRIMP","27,736"
1/30/2015,PANAMA,"LOBSTER, SHRIMP","26,030"
1/30/2015,PHILIPPINES,"CRAB, CRABMEAT, PASTEURIZED","44,081"
1/30/2015,PHILIPPINES,OCTOPUS,"44,643"
1/30/2015,SPAIN,OCTOPUS,"29,041"
1/30/2015,THAILAND,"CRAB, CRABMEAT, PASTEURIZED","44,090"
1/30/2015,THAILAND,"CRAB, CRABMEAT, PASTEURIZED","31,080"
1/31/2015,CHINA,OCTOPUS,"41,775"
1/31/2015,CHINA,"CRAB, BREADED, CRABMEAT","55,997"
1/31/2015,INDONESIA,"CRAB, PASTEURIZED, CRABMEAT","50,000"
1/31/2015,INDONESIA,OCTOPUS,"39,683"
1/31/2015,INDONESIA,"CRAB, CRABMEAT","39,683"
1/31/2015,INDONESIA,"CRAB, CRABMEAT","39,683"
1/31/2015,NEW ZEALAND,MUSSELS,"44,074"
1/31/2015,NEW ZEALAND,MUSSELS,"42,430"
1/31/2015,NEW ZEALAND,MUSSELS,"38,102"
1/31/2015,NEW ZEALAND,MUSSELS,"38,102"
1/31/2015,NEW ZEALAND,MUSSELS,"34,321"
1/31/2015,NEW ZEALAND,"HAKE, MUSSELS","40,662"
1/31/2015,NEW ZEALAND,MUSSELS,"48,497"
1/31/2015,NEW ZEALAND,MUSSELS,"35,280"
1/31/2015,SOUTH KOREA,"CRAB, CRABMEAT","29,101"
1/31/2015,SPAIN,OCTOPUS,"22,723"
2/1/2015,INDONESIA,OCTOPUS,"50,258"
2/1/2015,INDONESIA,OCTOPUS,"42,939"
2/1/2015,MAURITIUS,TOOTHFISH,"34,246"
2/1/2015,NEW ZEALAND,MUSSELS,"38,102"
2/1/2015,NICARAGUA,"LOBSTER, MAHI MAHI","31,880"
2/1/2015,PHILIPPINES,OCTOPUS,"43,874"
2/1/2015,PHILIPPINES,"CRAB, CRABMEAT, PASTEURIZED","43,404"
2/1/2015,PHILIPPINES,OCTOPUS,"45,499"
2/1/2015,PHILIPPINES,"OCTOPUS, SHRIMP","38,580"
2/1/2015,REUNION ISLAND,"PATAGONIAN, TOOTHFISH","24,237"
2/1/2015,REUNION ISLAND,"PATAGONIAN, TOOTHFISH","23,206"
2/1/2015,THAILAND,MUSSELS,"49,515"
2/1/2015,THAILAND,OCTOPUS,"43,215"
2/2/2015,CHILE,MUSSELS,"40,146"
2/2/2015,CHILE,MUSSELS,"40,146"
2/2/2015,CHILE,MUSSELS,"33,510"
2/2/2015,CHILE,MUSSELS,"38,580"
2/2/2015,CHINA,"CRAB, PASTEURIZED, CRABMEAT","42,289"
2/2/2015,INDONESIA,"CRAB, PASTEURIZED, CRABMEAT","39,021"
2/2/2015,INDONESIA,"CRAB, CRABMEAT, PASTEURIZED","46,693"
2/2/2015,PORTUGAL,OCTOPUS,"46,219"
2/2/2015,SPAIN,OCTOPUS,"50,734"
2/2/2015,SPAIN,"PATAGONIAN, TOOTHFISH","27,619"
2/2/2015,SPAIN,"OCTOPUS, SARDINE, SQUID","34,140"
2/2/2015,VIETNAM,"CRAB, CRABMEAT, PASTEURIZED","42,126"
2/3/2015,ARGENTINA,"PATAGONIAN, TOOTHFISH","49,919"
2/3/2015,ARGENTINA,"PATAGONIAN, TOOTHFISH","54,482"
2/3/2015,ARGENTINA,"PATAGONIAN, TOOTHFISH","49,800"
2/3/2015,CHILE,MUSSELS,"40,146"
2/3/2015,CHILE,MUSSELS,"41,486"
2/3/2015,CHINA,"CRAB, PASTEURIZED, CRABMEAT","42,328"
2/3/2015,CHINA,"CRAB, CRABMEAT","22,046"
2/3/2015,CHINA,"CRAB, CRABMEAT","30,093"
2/3/2015,CHINA,"CRAB, PASTEURIZED, CRABMEAT","42,439"
2/3/2015,CHINA,"CRAB, CRABMEAT, PASTEURIZED","41,219"
2/3/2015,CHINA,"CRAB, CRABMEAT","56,658"
2/3/2015,CHINA,"CRAB, CRABMEAT","22,771"
2/3/2015,CHINA,"CRAB, PASTEURIZED, CRABMEAT","48,678"
2/3/2015,DOMINICA,LOBSTER,"16,534"
2/3/2015,INDONESIA,OCTOPUS,"44,800"
2/3/2015,INDONESIA,"CRAB, PASTEURIZED, CRABMEAT","50,300"
2/3/2015,JAPAN,LOBSTER,"7,985"
2/3/2015,JAPAN,"CRAB, CRABMEAT","41,136"
2/3/2015,NEW ZEALAND,MUSSELS,"38,102"
2/3/2015,NEW ZEALAND,MUSSELS,"38,102"
2/3/2015,NEW ZEALAND,MUSSELS,"49,617"
2/3/2015,THAILAND,"CRAB, CRABMEAT","42,868"
2/3/2015,TURKS AND CAICOS ISLANDS,"LOBSTER, CONCH","20,210"
2/4/2015,CHINA,"CRAB, CRABMEAT, SURIMI","41,228"
2/4/2015,CHINA,"CRAB, CRABMEAT, FISH, SURIMI","40,655"
2/4/2015,CHINA,"CLAM, MUSSELS","38,889"
2/4/2015,CHINA TAIWAN,OCTOPUS,"26,676"
2/4/2015,HONG KONG,LOBSTER,"38,386"
2/4/2015,INDIA,"CRAB, PASTEURIZED, CRABMEAT","49,844"
2/4/2015,INDONESIA,OCTOPUS,"47,289"
2/4/2015,MEXICO,"FISH, OCTOPUS","44,058"
2/4/2015,PHILIPPINES,"CRAB, CRABMEAT, PASTEURIZED","44,965"
2/4/2015,VIETNAM,"CRAB, CRABMEAT, PASTEURIZED","36,680"
2/5/2015,BAHAMAS,LOBSTER,"17,240"
2/5/2015,BAHAMAS,LOBSTER,"32,399"
2/5/2015,CHINA,"HAKE, OCTOPUS, BREADED","38,435"
2/5/2015,CHINA,"CRAB, CRABMEAT, PASTEURIZED","44,559"
2/5/2015,INDIA,"CRAB, CRABMEAT","43,640"
2/5/2015,MEXICO,OCTOPUS,"58,091"
2/5/2015,MEXICO,OCTOPUS,"55,115"
2/5/2015,MEXICO,OCTOPUS,"55,115"
2/5/2015,PHILIPPINES,OCTOPUS,"44,643"
2/5/2015,SINGAPORE,"CUTTLEFISH, FISH, LOBSTER, SHRIMP","36,868"
2/6/2015,CHILE,"FISH, MUSSELS","41,158"
2/6/2015,CHILE,MUSSELS,"40,785"
2/6/2015,CHINA,"OCTOPUS, SQUID, BREADED","15,736"
2/6/2015,CHINA,"CRAB, CRABMEAT","24,500"
2/6/2015,CHINA,"CRAB, CRABMEAT","40,565"
2/6/2015,CHINA,"CRAB, SCALLOP, BREADED, CRABMEAT","55,556"
2/6/2015,HONDURAS,LOBSTER,"40,000"
2/6/2015,HONDURAS,LOBSTER,"24,204"
2/6/2015,INDONESIA,OCTOPUS,"20,321"
2/6/2015,INDONESIA,"CRAB, PASTEURIZED, CRABMEAT","45,152"
2/6/2015,NEW ZEALAND,MUSSELS,"44,312"
2/6/2015,NEW ZEALAND,MUSSELS,"25,919"
2/6/2015,NICARAGUA,LOBSTER,"38,988"
2/6/2015,SPAIN,OCTOPUS,"22,715"
