Date,name,category,value
1/2/2010,AUSTRALIA,LOBSTER,"15,856"
1/2/2010,CHINA,"CRAB, CRABMEAT","51,133"
1/2/2010,CHINA,"CRAB, CRABMEAT","43,368"
1/2/2010,CHINA,LOBSTER,"49,590"
1/2/2010,CHINA,"CRAB, CRABMEAT","50,714"
1/2/2010,HONG KONG,LOBSTER,"41,589"
1/2/2010,INDIA,OCTOPUS,"20,266"
1/2/2010,INDONESIA,"CRAB, CRABMEAT","46,705"
1/2/2010,INDONESIA,OCTOPUS,"41,925"
1/2/2010,JAPAN,OCTOPUS,224
1/2/2010,MALAYSIA,OCTOPUS,"45,291"
1/2/2010,MOROCCO,LOBSTER,"18,831"
1/2/2010,NEW ZEALAND,MUSSELS,"38,092"
1/2/2010,NEW ZEALAND,MUSSELS,"38,092"
1/2/2010,NEW ZEALAND,MUSSELS,"38,092"
1/2/2010,NEW ZEALAND,MUSSELS,"18,245"
1/2/2010,NEW ZEALAND,MUSSELS,"38,092"
1/2/2010,NEW ZEALAND,MUSSELS,"38,870"
1/2/2010,NEW ZEALAND,MUSSELS,"39,668"
1/2/2010,PHILIPPINES,OCTOPUS,"39,672"
1/2/2010,REUNION,"PATAGONIAN, TOOTHFISH","49,276"
1/2/2010,REUNION,"PATAGONIAN, TOOTHFISH","52,477"
1/2/2010,THAILAND,"CRAB, CRABMEAT","47,210"
1/2/2010,THAILAND,OCTOPUS,"34,127"
1/2/2010,THAILAND,OCTOPUS,"40,199"
1/2/2010,THAILAND,"CRAB, CRABMEAT","48,097"
1/3/2010,CHINA,OCTOPUS,"43,227"
1/3/2010,CHINA,"CRAB, CRABMEAT","41,210"
1/3/2010,CHINA,"CRAB, CRABMEAT","43,943"
1/3/2010,CHINA,"CRAB, CRABMEAT","45,283"
1/3/2010,CHINA,"CRAB, CRABMEAT","37,763"
1/3/2010,HONDURAS,LOBSTER,"29,080"
1/3/2010,HONDURAS,LOBSTER,"29,080"
1/3/2010,INDIA,OCTOPUS,"2,623"
1/3/2010,NEW ZEALAND,MUSSELS,"37,569"
1/4/2010,BRAZIL,LOBSTER,"6,568"
1/4/2010,BRAZIL,LOBSTER,"21,291"
1/4/2010,CHINA,"CRAB, CRABMEAT","42,938"
1/4/2010,CHINA,"CRAB, CRABMEAT","53,998"
1/4/2010,KENYA,OCTOPUS,"55,575"
1/4/2010,KENYA,OCTOPUS,"55,575"
1/4/2010,NEW ZEALAND,MUSSELS,"50,569"
1/4/2010,PORTUGAL,OCTOPUS,"36,211"
1/5/2010,CHILE,MUSSELS,"34,162"
1/5/2010,CHILE,MUSSELS,"34,162"
1/5/2010,CHILE,MUSSELS,"34,162"
1/5/2010,HONDURAS,LOBSTER,"17,235"
1/5/2010,NEW ZEALAND,MUSSELS,"8,487"
1/5/2010,NEW ZEALAND,MUSSELS,"5,170"
1/5/2010,NEW ZEALAND,MUSSELS,"36,505"
1/5/2010,NEW ZEALAND,MUSSELS,"46,740"
1/5/2010,NEW ZEALAND,MUSSELS,"12,731"
1/5/2010,NEW ZEALAND,MUSSELS,"34,295"
1/5/2010,NEW ZEALAND,MUSSELS,"37,109"
1/5/2010,NEW ZEALAND,MUSSELS,"37,322"
1/5/2010,PANAMA,LOBSTER,"9,109"
1/5/2010,PANAMA,LOBSTER,"7,117"
1/5/2010,PHILIPPINES,OCTOPUS,"33,220"
1/6/2010,CHILE,MUSSELS,"46,650"
1/6/2010,CHILE,MUSSELS,"43,639"
1/6/2010,CHILE,MUSSELS,"46,987"
1/6/2010,CHILE,MUSSELS,"43,639"
1/6/2010,CHILE,MUSSELS,"45,627"
1/6/2010,CHINA,"CRAB, CRABMEAT","43,744"
1/6/2010,CHINA,LOBSTER,"10,758"
1/6/2010,CHINA,OCTOPUS,13
1/6/2010,CHINA,OCTOPUS,"46,344"
1/6/2010,NICARAGUA,LOBSTER,"23,717"
1/6/2010,SPAIN,LOBSTER,"47,551"
1/7/2010,BAHAMAS,LOBSTER,"39,989"
1/7/2010,BAHAMAS,LOBSTER,"39,989"
1/7/2010,CHINA,LOBSTER,"24,202"
1/7/2010,CHINA,OCTOPUS,"12,170"
1/7/2010,CHINA,LOBSTER,"10,969"
1/7/2010,CHINA,OCTOPUS,"48,488"
1/7/2010,CHINA,"CRAB, CRABMEAT","38,570"
1/7/2010,INDIA,OCTOPUS,"41,398"
1/7/2010,INDONESIA,OCTOPUS,"48,517"
1/7/2010,JAPAN,"CRAB, CRABMEAT","7,529"
1/7/2010,JAPAN,OCTOPUS,"21,328"
1/7/2010,PHILIPPINES,OCTOPUS,"45,482"
1/7/2010,PHILIPPINES,OCTOPUS,"49,716"
1/8/2010,CHINA,"CRAB, CRABMEAT","23,803"
1/8/2010,CHINA,OCTOPUS,"38,173"
1/8/2010,INDONESIA,OCTOPUS,"41,925"
1/8/2010,NEW ZEALAND,"PATAGONIAN, TOOTHFISH","62,109"
1/9/2010,CHINA,"CRAB, CRABMEAT","63,255"
1/9/2010,NEW ZEALAND,MUSSELS,"46,504"
1/9/2010,NEW ZEALAND,MUSSELS,"46,740"
1/9/2010,PHILIPPINES,OCTOPUS,"41,876"
1/9/2010,SOUTH AFRICA,LOBSTER,"21,599"
1/9/2010,SOUTH AFRICA,TOOTHFISH,"36,907"
1/9/2010,THAILAND,OCTOPUS,"51,640"
1/10/2010,CHINA,OCTOPUS,"54,033"
1/10/2010,CHINA,"CRAB, CRABMEAT","42,902"
1/10/2010,PERU,"ABALONE, OCTOPUS","42,669"
1/11/2010,CHINA,"CRAB, CRABMEAT","42,427"
1/11/2010,CHINA,LOBSTER,"41,501"
1/11/2010,CHINA,"CRAB, CRABMEAT","68,707"
1/11/2010,CHINA,"CRAB, CRABMEAT","48,030"
1/11/2010,HONDURAS,LOBSTER,"19,794"
1/11/2010,NEW ZEALAND,MUSSELS,"4,460"
1/11/2010,NEW ZEALAND,MUSSELS,"40,333"
1/11/2010,NEW ZEALAND,"MUSSELS, PATAGONIAN","39,236"
1/11/2010,NEW ZEALAND,"PATAGONIAN, TOOTHFISH","38,920"
1/11/2010,NEW ZEALAND,MUSSELS,"38,092"
1/11/2010,NEW ZEALAND,MUSSELS,"39,674"
1/11/2010,NEW ZEALAND,MUSSELS,"38,092"
1/11/2010,NEW ZEALAND,"PATAGONIAN, TOOTHFISH","35,498"
1/11/2010,NEW ZEALAND,MUSSELS,"25,756"
1/11/2010,NEW ZEALAND,MUSSELS,"55,135"
1/11/2010,NEW ZEALAND,MUSSELS,"38,289"
1/11/2010,NEW ZEALAND,MUSSELS,"55,135"
1/11/2010,NEW ZEALAND,MUSSELS,"42,493"
1/11/2010,NEW ZEALAND,MUSSELS,"42,493"
1/11/2010,NEW ZEALAND,MUSSELS,"39,657"
1/11/2010,NEW ZEALAND,MUSSELS,"42,493"
1/11/2010,NEW ZEALAND,"MUSSELS, SNAPPER","36,686"
1/11/2010,THAILAND,"CRAB, CRABMEAT","48,129"
1/12/2010,CHILE,MUSSELS,"31,297"
1/12/2010,CHILE,MUSSELS,"31,297"
1/12/2010,CHILE,MUSSELS,"45,940"
1/12/2010,CHILE,MUSSELS,"33,501"
1/12/2010,CHILE,MUSSELS,"46,026"
1/12/2010,CHILE,MUSSELS,"31,958"
1/12/2010,CHINA,"CRAB, CRABMEAT","41,876"
1/12/2010,CHINA,LOBSTER,"22,238"
1/12/2010,INDIA,OCTOPUS,"47,163"
1/12/2010,INDONESIA,LOBSTER,104
1/12/2010,INDONESIA,OCTOPUS,"41,927"
1/12/2010,NEW ZEALAND,MUSSELS,"38,041"
1/12/2010,NEW ZEALAND,MUSSELS,"39,511"
1/12/2010,NEW ZEALAND,MUSSELS,"35,857"
1/12/2010,NEW ZEALAND,MUSSELS,"50,403"
1/12/2010,NEW ZEALAND,MUSSELS,"50,655"
1/12/2010,NEW ZEALAND,MUSSELS,"38,092"
1/12/2010,NEW ZEALAND,MUSSELS,"38,092"
1/13/2010,CHILE,"CRAB, CRABMEAT","35,288"
1/13/2010,CHILE,MUSSELS,"20,812"
1/13/2010,CHILE,MUSSELS,"43,639"
1/13/2010,CHILE,MUSSELS,"43,639"
1/13/2010,CHILE,MUSSELS,"45,261"
1/13/2010,CHILE,MUSSELS,"23,003"
1/13/2010,INDONESIA,OCTOPUS,"59,228"
1/13/2010,NICARAGUA,"LOBSTER, CONCH","28,331"
1/14/2010,CHINA,MUSSELS,"5,289"
1/14/2010,CHINA,"CRAB, CRABMEAT","52,896"
1/14/2010,CHINA,LOBSTER,"50,692"
1/14/2010,MEXICO,OCTOPUS,"42,968"
1/14/2010,PHILIPPINES,OCTOPUS,"50,355"
1/14/2010,PHILIPPINES,OCTOPUS,"41,876"
1/15/2010,BELIZE,LOBSTER,"22,093"
1/15/2010,CHINA,"CRAB, CRABMEAT","42,938"
1/15/2010,NEW ZEALAND,MUSSELS,"42,409"
1/15/2010,NEW ZEALAND,MUSSELS,"46,742"
1/15/2010,NEW ZEALAND,MUSSELS,"22,604"
1/15/2010,NEW ZEALAND,MUSSELS,"26,752"
1/15/2010,NICARAGUA,LOBSTER,"19,660"
1/15/2010,NICARAGUA,LOBSTER,778
1/15/2010,PHILIPPINES,OCTOPUS,"46,284"
1/15/2010,SOUTH AFRICA,TOOTHFISH,"37,153"
1/15/2010,SOUTH AFRICA,LOBSTER,"21,599"
1/15/2010,SOUTH AFRICA,TOOTHFISH,"37,153"
1/15/2010,SPAIN,OCTOPUS,"43,749"
1/15/2010,THAILAND,"CRAB, CRABMEAT","49,281"
1/15/2010,THAILAND,"CRAB, CRABMEAT","49,281"
1/16/2010,BAHAMAS,LOBSTER,"39,989"
1/16/2010,BAHAMAS,LOBSTER,"39,989"
1/16/2010,NEW ZEALAND,MUSSELS,"12,342"
1/16/2010,NEW ZEALAND,MUSSELS,"44,728"
1/16/2010,PHILIPPINES,OCTOPUS,"51,979"
1/17/2010,CHINA,LOBSTER,"10,661"
1/17/2010,CHINA,OCTOPUS,"25,020"
1/17/2010,CHINA,"CRAB, CRABMEAT","50,194"
1/17/2010,ICELAND,LOBSTER,"19,845"
1/17/2010,INDIA,OCTOPUS,"2,623"
1/17/2010,INDONESIA,"CRAB, CRABMEAT","46,705"
1/17/2010,THAILAND,"CRAB, CRABMEAT","48,587"
1/17/2010,THAILAND,LOBSTER,"19,618"
1/18/2010,HONDURAS,LOBSTER,"27,592"
1/18/2010,HONDURAS,LOBSTER,"23,085"
1/18/2010,HONDURAS,LOBSTER,"38,169"
1/18/2010,HONDURAS,LOBSTER,"9,335"
1/18/2010,THAILAND,"CRAB, CRABMEAT","48,587"
1/18/2010,THAILAND,"CRAB, CRABMEAT","47,210"
1/18/2010,THAILAND,"CRAB, CRABMEAT","48,587"
1/18/2010,THAILAND,LOBSTER,"3,887"
1/19/2010,CHINA,OCTOPUS,"26,117"
1/19/2010,INDIA,"CRAB, CRABMEAT","43,526"
1/19/2010,INDIA,OCTOPUS,"17,523"
1/19/2010,NEW ZEALAND,MUSSELS,"37,184"
1/19/2010,NEW ZEALAND,MUSSELS,"41,133"
1/19/2010,REUNION,"PATAGONIAN, TOOTHFISH","95,506"
1/20/2010,NEW ZEALAND,MUSSELS,"38,092"
1/20/2010,NEW ZEALAND,MUSSELS,"38,092"
1/20/2010,NICARAGUA,LOBSTER,"43,368"
1/20/2010,THAILAND,OCTOPUS,"43,198"
1/21/2010,COLOMBIA,LOBSTER,"33,930"
1/21/2010,NEW ZEALAND,MUSSELS,"50,826"
1/21/2010,NICARAGUA,LOBSTER,"17,191"
1/22/2010,AUSTRALIA,LOBSTER,"21,910"
1/22/2010,CHILE,MUSSELS,"33,942"
1/22/2010,CHILE,MUSSELS,"33,942"
1/22/2010,CHINA,OCTOPUS,"46,403"
1/22/2010,CHINA,LOBSTER,"58,847"
1/22/2010,INDONESIA,"CRAB, CRABMEAT","47,538"
1/22/2010,MALAGAS,OCTOPUS,"45,089"
1/22/2010,NEW ZEALAND,MUSSELS,"38,092"
1/22/2010,NEW ZEALAND,MUSSELS,"38,041"
1/22/2010,NEW ZEALAND,MUSSELS,"40,214"
1/22/2010,NEW ZEALAND,MUSSELS,"38,092"
1/22/2010,NEW ZEALAND,MUSSELS,"38,092"
1/22/2010,NEW ZEALAND,MUSSELS,"39,780"
1/22/2010,PHILIPPINES,OCTOPUS,"39,672"
1/22/2010,SOUTH AFRICA,"PATAGONIAN, TOOTHFISH","40,726"
1/22/2010,SOUTH AFRICA,LOBSTER,"18,805"
1/23/2010,BAHAMAS,LOBSTER,"39,989"
1/23/2010,BAHAMAS,LOBSTER,"39,989"
1/23/2010,INDONESIA,"CRAB, CRABMEAT","46,705"
1/23/2010,INDONESIA,OCTOPUS,"41,925"
1/23/2010,INDONESIA,OCTOPUS,"58,236"
1/23/2010,REUNION,"PATAGONIAN, TOOTHFISH","49,186"
1/24/2010,BRAZIL,LOBSTER,"8,318"
1/24/2010,BRAZIL,LOBSTER,"8,228"
1/24/2010,BRAZIL,LOBSTER,"8,228"
1/24/2010,BRAZIL,LOBSTER,"8,093"
1/24/2010,BRAZIL,LOBSTER,"7,597"
1/24/2010,CHINA,"CRAB, CRABMEAT","46,284"
1/24/2010,CHINA,"CRAB, CRABMEAT","46,284"
1/24/2010,ITALY,"OCTOPUS, OTHER","8,221"
1/24/2010,THAILAND,"CRAB, CRABMEAT","48,587"
1/24/2010,THAILAND,"CRAB, CRABMEAT","48,587"
1/24/2010,THAILAND,"CRAB, CRABMEAT","47,210"
1/25/2010,CHILE,MUSSELS,"45,795"
1/25/2010,CHINA,"CRAB, CRABMEAT","43,198"
1/25/2010,CHINA,"CRAB, CRABMEAT","47,386"
1/25/2010,CHINA,"CRAB, CRABMEAT","24,244"
1/25/2010,CHINA,"CRAB, CRABMEAT","44,027"
1/25/2010,HONDURAS,LOBSTER,"9,357"
1/25/2010,INDIA,OCTOPUS,"3,932"
1/25/2010,NICARAGUA,LOBSTER,"33,435"
1/25/2010,NICARAGUA,LOBSTER,"39,663"
1/25/2010,THAILAND,OCTOPUS,"4,414"
1/26/2010,CHINA,"CRAB, CRABMEAT","24,685"
1/26/2010,CHINA,"CRAB, CRABMEAT","46,284"
1/26/2010,CHINA,OCTOPUS,"43,137"
1/26/2010,CHINA,OCTOPUS,"42,110"
1/26/2010,INDIA,OCTOPUS,"46,284"
1/26/2010,INDIA,OCTOPUS,"1,653"
1/26/2010,INDIA,OCTOPUS,"51,203"
1/26/2010,INDONESIA,OCTOPUS,"52,907"
1/26/2010,NEW ZEALAND,MUSSELS,"40,470"
1/26/2010,NEW ZEALAND,LOBSTER,898
1/26/2010,NEW ZEALAND,MUSSELS,"37,989"
1/26/2010,UNITED KINGDOM,MUSSELS,188
1/26/2010,VIETNAM,OCTOPUS,"53,284"
1/26/2010,VIETNAM,"CRAB, CRABMEAT","43,071"
1/27/2010,ARGENTINA,"PATAGONIAN, TOOTHFISH","45,316"
1/27/2010,CHINA,LOBSTER,"6,092"
1/27/2010,CHINA,"CRAB, CRABMEAT","57,304"
1/27/2010,CHINA,OCTOPUS,"18,004"
1/27/2010,CHINA TAIWAN,"OCTOPUS, POLLOCK","1,314"
1/27/2010,JAPAN,"CRAB, CRABMEAT","4,622"
1/27/2010,JAPAN,OCTOPUS,"34,369"
1/27/2010,JAPAN,"CRAB, CRABMEAT","17,546"
1/27/2010,NEW ZEALAND,MUSSELS,"39,657"
1/28/2010,SPAIN,LOBSTER,"12,796"
1/28/2010,SPAIN,LOBSTER,"16,647"
1/28/2010,THAILAND,OCTOPUS,"43,474"
1/28/2010,UNITED KINGDOM,LOBSTER,"19,631"
1/28/2010,UNITED KINGDOM,LOBSTER,"25,608"
1/29/2010,ARGENTINA,"PATAGONIAN, TOOTHFISH","43,758"
1/29/2010,ARGENTINA,"PATAGONIAN, TOOTHFISH","44,876"
1/29/2010,BELIZE,LOBSTER,"19,794"
1/29/2010,BELIZE,LOBSTER,"21,994"
1/29/2010,HONG KONG,"CROAKER, OCTOPUS","36,366"
1/29/2010,INDONESIA,OCTOPUS,"46,491"
1/29/2010,NEW ZEALAND,MUSSELS,"50,403"
1/29/2010,NEW ZEALAND,MUSSELS,"44,829"
1/29/2010,NEW ZEALAND,MUSSELS,"39,641"
1/29/2010,NEW ZEALAND,MUSSELS,"22,862"
1/29/2010,NEW ZEALAND,MUSSELS,"39,657"
1/29/2010,NEW ZEALAND,MUSSELS,"39,780"
1/30/2010,BRAZIL,LOBSTER,"1,803"
1/30/2010,BRAZIL,LOBSTER,"4,631"
1/30/2010,BRAZIL,LOBSTER,"20,629"
1/30/2010,BRAZIL,LOBSTER,"7,553"
1/30/2010,BRAZIL,LOBSTER,"1,188"
1/30/2010,BRAZIL,LOBSTER,"2,740"
1/30/2010,BRAZIL,LOBSTER,"16,616"
1/30/2010,BRAZIL,LOBSTER,"7,597"
1/30/2010,BRAZIL,LOBSTER,"7,507"
1/30/2010,CHILE,MUSSELS,"34,382"
1/30/2010,CHILE,MUSSELS,"34,382"
1/30/2010,CHINA,LOBSTER,"50,692"
1/30/2010,CHINA,LOBSTER,"44,080"
1/30/2010,CHINA,LOBSTER,"44,080"
1/30/2010,CHINA TAIWAN,"CRAB, CRABMEAT","37,567"
1/30/2010,HONDURAS,LOBSTER,"39,989"
1/30/2010,URUGUAY,"PATAGONIAN, TOOTHFISH","30,085"
1/31/2010,COLOMBIA,LOBSTER,"47,386"
2/1/2010,CHILE,MUSSELS,"31,297"
2/1/2010,CHILE,MUSSELS,"45,971"
2/1/2010,CHILE,MUSSELS,"46,238"
2/1/2010,CHILE,MUSSELS,"31,958"
2/1/2010,CHILE,MUSSELS,"31,958"
2/1/2010,CHILE,MUSSELS,"46,449"
2/1/2010,CHILE,MUSSELS,"31,958"
2/1/2010,CHILE,LOBSTER,"20,607"
2/1/2010,CHINA,LOBSTER,"3,383"
2/1/2010,HONDURAS,LOBSTER,"34,490"
2/1/2010,HONDURAS,LOBSTER,"8,997"
2/1/2010,INDIA,OCTOPUS,"50,692"
2/1/2010,INDIA,OCTOPUS,"18,192"
2/1/2010,INDIA,OCTOPUS,"24,204"
2/1/2010,NICARAGUA,LOBSTER,"49,590"
2/2/2010,ARGENTINA,"PATAGONIAN, TOOTHFISH","44,598"
2/2/2010,ARGENTINA,"PATAGONIAN, TOOTHFISH","45,054"
2/2/2010,ARGENTINA,"PATAGONIAN, TOOTHFISH","41,847"
2/2/2010,CHINA,"CRAB, CRABMEAT","52,896"
2/2/2010,CHINA,"CRAB, CRABMEAT","37,937"
2/2/2010,INDIA,"CRAB, CRABMEAT","39,687"
2/2/2010,NEW ZEALAND,MUSSELS,"38,092"
2/2/2010,NICARAGUA,"SHRIMP, LOBSTER","24,583"
2/2/2010,THAILAND,OCTOPUS,"6,442"
2/3/2010,ARGENTINA,"PATAGONIAN, TOOTHFISH","41,283"
2/3/2010,ARGENTINA,"PATAGONIAN, TOOTHFISH","42,398"
2/3/2010,ARGENTINA,"PATAGONIAN, TOOTHFISH","44,999"
2/3/2010,ARGENTINA,"PATAGONIAN, TOOTHFISH","44,406"
2/3/2010,AUSTRALIA,LOBSTER,"26,668"
2/3/2010,CHINA,LOBSTER,"52,433"
2/3/2010,INDIA,OCTOPUS,"58,516"
2/3/2010,JAPAN,OCTOPUS,"16,554"
2/3/2010,JAPAN,"CRAB, CRABMEAT","22,485"
2/3/2010,NICARAGUA,LOBSTER,"9,433"
2/3/2010,NICARAGUA,LOBSTER,"2,200"
2/3/2010,SPAIN,OCTOPUS,"47,988"
2/4/2010,ARGENTINA,"PATAGONIAN, TOOTHFISH","22,644"
2/4/2010,BAHAMAS,LOBSTER,"39,989"
2/4/2010,INDONESIA,OCTOPUS,"40,102"
2/4/2010,THAILAND,OCTOPUS,"47,033"
2/4/2010,VIETNAM,OCTOPUS,"31,319"
2/5/2010,CHINA,"CRAB, CRABMEAT","52,896"
2/5/2010,INDIA,OCTOPUS,"14,106"
2/5/2010,NEW ZEALAND,MUSSELS,"50,624"
2/5/2010,NEW ZEALAND,MUSSELS,"46,800"
2/5/2010,PHILIPPINES,OCTOPUS,"41,876"
2/5/2010,THAILAND,"CRAB, CRABMEAT","48,664"
2/5/2010,UNITED ARAB EM,LOBSTER,"20,737"
2/6/2010,CHINA,OCTOPUS,"21,158"
2/6/2010,MALAYSIA,OCTOPUS,"42,733"
2/6/2010,MOROCCO,"CRAB, CRABMEAT","48,281"
2/7/2010,BAHAMAS,LOBSTER,"33,990"
2/7/2010,CHILE,MUSSELS,"57,136"
2/7/2010,REUNION,"PATAGONIAN, TOOTHFISH","44,106"
2/8/2010,CHILE,MUSSELS,"46,275"
2/8/2010,CHILE,MUSSELS,"33,501"
2/8/2010,CHILE,MUSSELS,"33,501"
2/8/2010,CHILE,MUSSELS,"34,382"
2/8/2010,CHILE,MUSSELS,"51,906"
2/8/2010,CHILE,MUSSELS,"51,906"
2/8/2010,CHINA,"CRAB, CRABMEAT","43,198"
2/8/2010,CHINA,"CRAB, CRABMEAT","42,971"
2/8/2010,CHINA,"CRAB, CRABMEAT","47,386"
2/8/2010,CHINA,"CRAB, CRABMEAT","46,284"
2/8/2010,HONDURAS,LOBSTER,"34,490"
2/8/2010,NEW ZEALAND,MUSSELS,"38,041"
2/8/2010,NEW ZEALAND,MUSSELS,"39,657"
2/8/2010,NEW ZEALAND,MUSSELS,"39,780"
2/8/2010,NEW ZEALAND,MUSSELS,"40,470"
2/8/2010,PHILIPPINES,OCTOPUS,"53,127"
2/8/2010,PHILIPPINES,OCTOPUS,"43,760"
2/8/2010,REUNION,"PATAGONIAN, TOOTHFISH","20,180"
2/8/2010,REUNION,TOOTHFISH,"36,778"
2/8/2010,REUNION,"PATAGONIAN, TOOTHFISH","37,856"
2/8/2010,REUNION,"PATAGONIAN, TOOTHFISH","36,756"
2/8/2010,SOUTH AFRICA,LOBSTER,"41,215"
2/8/2010,SOUTH AFRICA,LOBSTER,"24,277"
2/8/2010,SOUTH AFRICA,TOOTHFISH,"36,818"
2/8/2010,SOUTH KOREA,"CRAB, CRABMEAT","14,877"
2/9/2010,CHINA,"CRAB, CRABMEAT","43,877"
2/9/2010,CHINA,OCTOPUS,"52,812"
2/9/2010,CHINA,"CRAB, CRABMEAT","44,523"
2/9/2010,CHINA,"CRAB, CRABMEAT","44,380"
2/9/2010,CHINA,OCTOPUS,"21,489"
2/9/2010,CHINA,"CRAB, CRABMEAT","44,076"
2/9/2010,CHINA,"CRAB, CRABMEAT","39,410"
2/9/2010,INDIA,OCTOPUS,"41,986"
2/9/2010,INDONESIA,"CRAB, CRABMEAT","55,210"
2/9/2010,INDONESIA,OCTOPUS,"44,043"
2/9/2010,NEW ZEALAND,MUSSELS,"38,041"
2/9/2010,NEW ZEALAND,MUSSELS,"39,595"
2/9/2010,NEW ZEALAND,MUSSELS,"50,403"
2/9/2010,PHILIPPINES,LOBSTER,"2,810"
2/9/2010,PHILIPPINES,LOBSTER,"13,984"
2/9/2010,REUNION,"PATAGONIAN, TOOTHFISH","37,058"
2/9/2010,REUNION,"PATAGONIAN, TOOTHFISH","12,049"
2/9/2010,THAILAND,OCTOPUS,"4,225"
2/9/2010,THAILAND,OCTOPUS,"46,064"
2/10/2010,CHILE,MUSSELS,"46,207"
2/10/2010,CHINA,OCTOPUS,"49,766"
2/10/2010,CHINA,OCTOPUS,13
2/10/2010,CHINA,OCTOPUS,"41,995"
2/10/2010,JAPAN,"CRAB, CRABMEAT","19,095"
2/10/2010,JAPAN,"CRAB, CRABMEAT","43,419"
2/10/2010,JAPAN,OCTOPUS,79
2/10/2010,NICARAGUA,LOBSTER,"19,702"
2/10/2010,NICARAGUA,LOBSTER,"8,007"
2/11/2010,BAHAMAS,LOBSTER,"39,989"
2/11/2010,JAPAN,OCTOPUS,904
2/11/2010,SOUTH KOREA,OCTOPUS,"40,128"
2/11/2010,VENEZUELA,LOBSTER,"32,992"
2/12/2010,CHINA,"CRAB, CRABMEAT","44,331"
2/12/2010,CHINA,OCTOPUS,"15,765"
2/12/2010,CHINA,"CRAB, CRABMEAT","29,401"
2/12/2010,INDIA,OCTOPUS,"10,253"
2/12/2010,INDONESIA,OCTOPUS,"35,050"
2/12/2010,JAPAN,"CRAB, CRABMEAT","41,656"
2/12/2010,JAPAN,OCTOPUS,"27,861"
2/12/2010,MALAYSIA,OCTOPUS,"45,358"
2/12/2010,NEW ZEALAND,MUSSELS,"36,990"
2/12/2010,NEW ZEALAND,MUSSELS,"1,005"
2/12/2010,NEW ZEALAND,MUSSELS,"38,092"
2/12/2010,NICARAGUA,LOBSTER,"5,054"
2/12/2010,THAILAND,OCTOPUS,"45,361"
2/13/2010,GERMANY,MUSSELS,"46,824"
2/13/2010,INDONESIA,OCTOPUS,"24,392"
2/13/2010,INDONESIA,OCTOPUS,"42,475"
2/13/2010,JAPAN,"OCTOPUS, YELLOWTAIL","11,351"
2/13/2010,UNITED KINGDOM,MUSSELS,"45,680"
2/14/2010,CHINA,OCTOPUS,"50,692"
2/14/2010,GERMANY,MUSSELS,"45,680"
2/15/2010,CHILE,MUSSELS,"33,501"
2/15/2010,CHILE,MUSSELS,"33,501"
2/15/2010,CHINA,"CRAB, CRABMEAT","52,896"
2/15/2010,CHINA,OCTOPUS,"44,827"
2/15/2010,CHINA,OCTOPUS,"54,633"
2/15/2010,CHINA,"CRAB, CRABMEAT","46,725"
2/15/2010,HONDURAS,LOBSTER,"34,191"
2/15/2010,INDIA,OCTOPUS,"33,472"
2/15/2010,MEXICO,"CRAB, CRABMEAT","11,029"
2/15/2010,MEXICO,"CRAB, CRABMEAT","11,029"
2/15/2010,PHILIPPINES,OCTOPUS,"46,886"
2/15/2010,THAILAND,LOBSTER,"14,494"
2/16/2010,GERMANY,MUSSELS,"38,092"
2/16/2010,INDIA,OCTOPUS,"2,623"
2/16/2010,NEW ZEALAND,MUSSELS,"38,041"
2/16/2010,NEW ZEALAND,MUSSELS,"40,470"
2/16/2010,NEW ZEALAND,MUSSELS,"2,133"
2/16/2010,NEW ZEALAND,MUSSELS,"50,403"
2/16/2010,NEW ZEALAND,MUSSELS,"20,801"
2/16/2010,PHILIPPINES,OCTOPUS,"44,741"
2/16/2010,PHILIPPINES,OCTOPUS,"43,972"
2/16/2010,UNITED KINGDOM,MUSSELS,"46,742"
2/17/2010,CHILE,MUSSELS,"31,085"
2/17/2010,CHINA,"CRAB, CRABMEAT","48,488"
2/17/2010,CHINA,LOBSTER,"53,998"
2/17/2010,CHINA,"CRAB, CRABMEAT","49,484"
2/17/2010,CHINA,LOBSTER,"37,248"
2/17/2010,CHINA,"CRAB, CRABMEAT","17,458"
2/17/2010,HONDURAS,LOBSTER,"14,311"
2/17/2010,INDONESIA,"CRAB, CRABMEAT","46,705"
2/17/2010,JAPAN,OCTOPUS,"3,414"
2/17/2010,NICARAGUA,LOBSTER,"16,356"
2/17/2010,NICARAGUA,LOBSTER,"22,474"
2/17/2010,NICARAGUA,LOBSTER,"42,938"
2/17/2010,SPAIN,OCTOPUS,"24,085"
2/17/2010,THAILAND,LOBSTER,"11,818"
2/17/2010,THAILAND,LOBSTER,"6,063"
2/18/2010,AUSTRALIA,LOBSTER,"24,676"
2/18/2010,BAHAMAS,LOBSTER,"39,989"
2/18/2010,CHINA,OCTOPUS,"41,805"
2/18/2010,JAPAN,OCTOPUS,829
2/18/2010,JAPAN,OCTOPUS,606
2/18/2010,PANAMA,LOBSTER,"15,761"
2/18/2010,PANAMA,LOBSTER,"25,150"
2/18/2010,PHILIPPINES,OCTOPUS,"50,355"
2/18/2010,UNITED KINGDOM,MUSSELS,"46,332"
2/18/2010,VIETNAM,"CRAB, CRABMEAT","36,214"
2/18/2010,VIETNAM,OCTOPUS,"25,754"
2/19/2010,AUSTRALIA,LOBSTER,"25,082"
2/19/2010,AUSTRALIA,LOBSTER,"25,082"
