Word,Word_freq
place,111
food,84
pasta,83
not,81
eataly,79
good,74
italian,74
one,59
great,56
time,51
like,49
really,49
pizza,49
delicious,46
very,46
restaurant,45
love,45
fresh,45
experience,44
an,42
gelato,42
more,42
would,41
got,41
nyc,40
cheese,37
service,37
about,37
bar,36
bread,36
come,35
up,35
me,35
amazing,34
restaurants,33
back,33
italy,33
wine,31
every,29
well,28
different,28
came,27
la,27
people,27
what,26
review,26
too,26
you're,26
ordered,25
first,25
will,25
recommend,25
then,25
definitely,25
market,25
can't,25
could,25
order,24
coffee,24
pastas,24
meal,23
worth,23
even,23
around,23
eat,23
new,23
cannoli,23
went,23
visit,22
lunch,22
everything,22
i'm,22
pretty,22
little,22
make,22
i've,22
do,21
made,21
over,21
&,21
where,21
best,21
authentic,20
wait,20
rooftop,20
both,19
while,19
still,19
table,19
try,19
day,19
been,19
find,19
many,19
dinner,19
nice,19
store,18
drinks,18
must,18
way,18
see,18
never,18
much,18
because,18
flatiron,18
again,17
lot,17
area,17
meat,17
sure,17
always,17
them,17
know,16
atmosphere,16
has,16
walk,16
desserts,16
no,16
grocery,15
bit,15
menu,15
however,15
places,15
prices,15
looking,15
dessert,15
did,15
items,15
top,15
perfect,15
few,15
crowded,15
home,15
pay,15
than,15
start,14
grab,14
wasn't,14
chocolate,14
right,14
cooked,14
wanted,14
cake,14
during,14
packed,14
small,14
highly,14
want,14
most,14
she,14
eating,14
another,14
shop,13
flavor,13
bad,13
city,13
give,13
through,13
special,13
something,13
oil,13
felt,13
enjoy,13
since,13
night,13
serra,13
hot,13
after,13
tried,13
don't,13
stop,12
fun,12
her,12
any,12
dishes,12
goods,12
reservation,12
thank,12
into,12
bottle,12
decided,12
bring,12
before,12
down,12
tasty,12
though,12
prosciutto,12
check,12
2,12
how,12
ate,12
coming,11
york,11
cheeses,11
meats,11
beautiful,11
selection,11
options,11
favorite,11
location,11
absolutely,11
olive,11
now,11
take,11
busy,11
full,10
flavors,10
long,10
buy,10
wonderful,10
couple,10
offer,10
hear,10
two,10
expensive,10
say,10
shopping,10
enjoyed,10
better,10
3,10
truffle,10
couldn't,10
taking,10
able,10
money,10
visiting,10
hard,10
ever,10
reviews,10
inside,10
such,10
next,10
week,9
need,9
literally,9
mind,9
loved,9
extremely,9
put,9
businesses,9
dine,9
products,9
its,9
anything,9
unique,9
friends,9
ingredients,9
line,9
mozzarella,9
left,9
think,9
leave,9
quick,9
stars,9
foods,9
tasted,9
specialty,9
taste,9
wines,9
should,9
found,9
side,9
less,9
seating,9
didn't,9
disappointed,9
season,8
cup,8
plate,8
bite,8
hazelnut,8
thing,8
piazza,8
ice,8
counters,8
drink,8
decor,8
salad,8
cool,8
we're,8
soon,8
huge,8
actually,8
enough,8
perfectly,8
sorry,8
park,8
filling,8
board,8
ordering,8
expected,8
took,8
things,8
dish,8
hope,8
counter,8
there's,8
friend,8
