Word,Word_freq
sushi,200
food,105
not,102
sashimi,96
good,89
roll,88
very,81
place,78
service,70
great,66
rolls,63
one,62
tuna,61
spicy,59
kotobuki,51
order,50
really,47
ordered,47
salmon,44
come,43
definitely,43
fish,42
restaurant,42
more,42
back,41
got,40
fresh,40
night,39
like,39
up,38
too,37
pretty,36
rice,36
because,35
people,35
been,33
an,32
i've,32
me,31
quality,31
price,31
dinner,30
what,30
delicious,30
table,29
salad,29
much,29
time,28
about,28
after,28
than,27
didn't,26
&,26
did,26
2,26
manhattan,26
recommend,26
special,25
even,25
wait,25
little,25
no,25
nice,24
will,24
well,24
sauce,23
spot,23
favorite,23
best,23
fried,23
lunch,23
soup,23
try,23
meal,22
3,22
pieces,22
super,21
long,21
went,21
everything,21
think,20
over,20
two,20
bit,20
menu,20
do,20
experience,20
busy,20
amazing,19
again,19
wasn't,19
i'm,19
top,19
combo,19
small,18
oysters,18
minutes,18
staff,18
each,18
platter,18
don't,18
has,17
overall,17
loud,17
friends,17
going,17
city,17
always,17
better,16
who,16
friend,16
taste,16
many,16
reservation,16
tasted,16
enough,16
every,16
love,16
still,16
packed,16
could,16
prices,16
lot,16
miso,16
seated,16
nigiri,15
before,15
she,15
friday,15
can't,15
japanese,15
sweet,15
want,14
something,14
tempura,14
never,14
location,14
ever,14
say,14
crispy,14
give,14
huge,14
few,14
4,14
way,14
you're,14
ambiance,14
value,14
hot,13
full,13
found,13
them,13
pizza,13
i'd,13
thing,13
then,13
party,13
review,13
person,13
start,13
shrimp,13
different,13
looking,13
right,13
took,13
boyfriend,13
atmosphere,12
next,12
know,12
crowded,12
probably,12
couldn't,12
how,12
times,12
first,12
away,12
told,12
while,12
without,12
quick,12
around,12
crazy,12
quite,12
enjoyed,12
sure,12
he,12
sliders,12
take,12
any,12
bad,11
appetizers,11
reviews,11
make,11
another,11
friendly,11
most,11
noodles,11
finish,11
down,11
appetizer,11
side,11
decent,11
less,11
finally,11
restaurants,10
worth,10
bento,10
pay,10
disappointed,10
water,10
big,10
avocado,10
between,10
highly,10
places,10
getting,10
cucumber,10
delivery,10
remove,10
cooked,10
hour,10
wanted,10
group,10
mayo,10
15,10
date,10
green,10
actually,10
made,10
tea,10
felt,10
deluxe,10
waiting,10
nothing,10
into,9
ended,9
teriyaki,9
tables,9
area,9
gets,9
texture,9
usually,9
both,9
ready,9
those,9
priced,9
though,9
reasonable,9
waiter,9
especially,9
large,9
check,9
amount,9
said,9
portions,9
waited,9
being,9
during,9
asked,9
new,8
should,8
its,8
plate,8
liked,8
enjoy,8
concern,8
hard,8
average,8
decided,8
white,8
need,8
half,8
filled,8
thought,8
trying,8
scallop,8
clean,8
sake,8
orders,8
saturday,8
loved,8
her,8
complimentary,8
since,8
solid,8
fantastic,7
ask,7
1,7
started,7
towels,7
ufo,7
looked,7
reasonably,7
tried,7
affordable,7
items,7
nyc,7
minute,7
manager,7
isn't,7
bar,7
10,7
options,7
gave,7
server,7
seafood,7
east,7
village,7
45,7
wrong,7
dragon,7
trust,7
sandwich,7
dining,7
generous,7
same,7
box,7
kmac,7
everyone,7
hostess,7
saying,7
island,7
girl,7
okay,7
chicken,7
soon,7
tofu,7
entrees,7
does,7
5,7
12,7
businesses,7
wouldn't,7
learn,7
alter,7
perfect,7
chefs,6
early,6
makes,6
hand,6
else,6
given,6
someone,6
surprised,6
together,6
dressing,6
fast,6
awesome,6
eating,6
flavors,6
extremely,6
point,6
yelp,6
entree,6
note,6
eat,6
set,6
find,6
last,6
high,6
raw,6
size,6
open,6
now,6
they're,6
weren't,6
hands,6
least,6
mouth,6
servers,6
birthday,6
ordering,6
specialty,6
yellowtail,6
lots,6
warm,6
flavor,6
happy,6
why,6
clear,6
8,6
things,6
tasty,6
portion,6
i'll,6
plenty,6
carpaccio,6
comes,6
seating,6
ok,6
off,6
am,6
pick,6
american,6
left,6
+,5
wonderful,5
coming,5
stars,5
front,5
walked,5
perfectly,5
regular,5
upon,5
based,5
stuff,5
three,5
crowd,5
shared,5
called,5
20,5
hours,5
having,5
california,5
eel,5
hear,5
slices,5
towel,5
served,5
close,5
modern,5
cute,5
feel,5
ice,5
although,5
mediocre,5
omakase,5
casual,5
anything,5
done,5
selection,5
absolutely,5
put,5
pictures,5
barely,5
variety,5
attentive,5
end,5
touch,5
sit,5
beef,5
monster,5
such,5
split,5
basic,5
his,5
completely,5
seaweed,5
dish,5
topped,5
35,5
once,5
spots,5
bowl,5
craving,5
fan,5
fine,5
must,5
feed,5
whole,5
buttery,5
decor,5
cheap,5
freshest,4
keep,4
crab,4
wrapped,4
nearby,4
takeout,4
cream,4
thin,4
mentioned,4
expensive,4
light,4
thick,4
already,4
lobster,4
noodle,4
simply,4
name,4
edamame,4
won't,4
past,4
seared,4
star,4
inside,4
dumplings,4
slow,4
complaints,4
pork,4
young,4
however,4
available,4
sunday,4
seems,4
later,4
usual,4
surprisingly,4
yet,4
kind,4
customer,4
6pm,4
ginger,4
customers,4
years,4
patrons,4
inexpensive,4
roslyn,4
visit,4
bf,4
beach,4
leave,4
parasite,4
sat,4
melted,4
threw,4
katsu,4
fair,4
making,4
crunchy,4
combination,4
puff,4
30,4
soft,4
gyoza,4
alone,4
four,4
taking,4
wednesday,4
simple,4
type,4
offered,4
believe,4
cold,4
world,4
lol,4
sometimes,4
chopsticks,4
multiple,4
outside,4
quickly,4
fact,4
forward,4
piece,4
sushisashimi,4
anyone,4
crunch,4
w,4
literally,4
space,4
positive,4
saw,4
per,4
reservations,4
additional,3
work,3
that's,3
through,3
understaffed,3
postmates,3
itself,3
batter,3
these,3
stuck,3
haven't,3
day,3
standard,3
normal,3
grab,3
including,3
free,3
locations,3
suggest,3
gross,3
hauppauge,3
placed,3
mixed,3
t,3
arrive,3
heard,3
fun,3
bland,3
traditional,3
monday,3
rainbow,3
man,3
giant,3
care,3
immediately,3
6,3
serve,3
$16,3
eaters,3
see,3
couple,3
environment,3
myself,3
butter,3
odd,3
giving,3
mix,3
able,3
anyways,3
container,3
arrived,3
rating,3
meat,3
lemon,3
slightly,3
beginning,3
turned,3
twice,3
7pm,3
alright,3
excellent,3
word,3
beautiful,3
share,3
list,3
following,3
kitchen,3
doesn't,3
chewy,3
laid,3
magic,3
almost,3
dream,3
happened,3
supposedly,3
number,3
seamless,3
lettuce,3
rock,3
taken,3
offer,3
live,3
surprise,3
call,3
brought,3
looks,3
red,3
tip,3
yellow,3
tail,3
ate,3
phone,3
totally,3
apart,3
terrible,3
notch,3
across,3
doing,3
assortment,3
thinking,3
lucky,3
glass,3
sauces,3
hungry,3
today,3
tataki,3
spend,3
flavorful,3
fav,3
host,3
particularly,3
week,3
incredible,3
tell,3
may,3
chopped,3
dishes,3
kotobuki's,3
seat,3
return,3
authentic,3
flakes,3
highlight,3
lovers,3
die,3
rather,3
possible,3
moving,3
worst,3
impressed,3
maybe,3
normally,3
stuffed,3
vinegar,3
finished,3
lovely,3
disappoint,3
flag,3
soy,3
groups,3
refill,3
oh,3
either,3
bites,3
difficult,3
whether,3
$27,3
bang,3
app,3
seriously,3
brown,3
bring,3
filling,3
girls,3
worse,3
room,3
entrance,3
choice,3
year,3
udon,3
waitress,3
rolled,2
bill,2
salty,2
reserving,2
anytime,2
expect,2
togo,2
banana,2
poor,2
realizing,2
ari,2
winner,2
thus,2
surprising,2
asparagus,2
shell,2
34,2
outrageous,2
several,2
unfortunately,2
kinds,2
offering,2
choices,2
potato,2
regardless,2
home,2
didnt,2
dates,2
preference,2
personal,2
sick,2
greeted,2
frustrated,2
likely,2
donburi,2
stellar,2
phenomenal,2
included,2
often,2
$1050,2
fell,2
shogun,2
pricey,2
skewers,2
finding,2
use,2
gluten,2
boyfriend's,2
mostly,2
forgot,2
needs,2
kushiyaki,2
fit,2
picking,2
tries,2
tad,2
fall,2
